section_id,report_id,year,section_index,heading,all_headings_same_start,heading_sources,theme,start_pdf_page,end_pdf_page,word_count,section_text_path
R2024_S034,R2024,2024,34,Socialtjänstinsatser för äldre personer,"eller följt av särskilt boende för äldre) efter trygghetslarm, samt hur vanliga dessa var. En person kan ha fått flera insatser. Hemtjänstinsats Andel (%) Personlig omvårdnad | Socialtjänstinsatser för äldre personer",toc,omsorgsinsatser_och_boende,74,85,3693,data/corpus_2026/texts/sections/2024/R2024_S034_socialtjanstinsatser-for-aldre-personer.txt
R2024_S035,R2024,2024,35,Äldreomsorgens digitala utveckling,Äldreomsorgens digitala utveckling,toc,digitalisering_och_valfardsteknik,86,94,2195,data/corpus_2026/texts/sections/2024/R2024_S035_aldreomsorgens-digitala-utveckling.txt
R2024_S036,R2024,2024,36,Sammanfattande iakttagelser,Resurser för vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,95,95,328,data/corpus_2026/texts/sections/2024/R2024_S036_sammanfattande-iakttagelser.txt
R2024_S037,R2024,2024,37,Kostnader för kommunernas vård och omsorg för äldre,Kostnader för kommunernas vård och omsorg för äldre,toc,personal_kompetens_och_resurser,96,102,1931,data/corpus_2026/texts/sections/2024/R2024_S037_kostnader-for-kommunernas-vard-och-omsorg-for-aldr.txt
R2024_S038,R2024,2024,38,Personal inom vård och omsorg för äldre,Personal inom vård och omsorg för äldre,toc,personal_kompetens_och_resurser,103,118,4514,data/corpus_2026/texts/sections/2024/R2024_S038_personal-inom-vard-och-omsorg-for-aldre.txt
R2024_S039,R2024,2024,39,Differentierade arbetsuppgifter i äldreomsorgen,Differentierade arbetsuppgifter i äldreomsorgen,toc,ovrigt,119,130,3122,data/corpus_2026/texts/sections/2024/R2024_S039_differentierade-arbetsuppgifter-i-aldreomsorgen.txt
R2025_S001,R2025,2025,1,även i hur många hemtjänsttagare varje omsorgskontakt ansvarar för. Antalet hemtjänsttagare per fast omsorgskontakt varierar mellan 3 och,även i hur många hemtjänsttagare varje omsorgskontakt ansvarar för. Antalet hemtjänsttagare per fast omsorgskontakt varierar mellan 3 och,toc,omsorgsinsatser_och_boende,7,7,71,data/corpus_2026/texts/sections/2025/R2025_S001_aven-i-hur-manga-hemtjansttagare-varje-omsorgskont.txt
R2025_S002,R2025,2025,2,Samhällets utmaningar och möjligheter,Samhällets utmaningar och möjligheter | Sammanfattning,toc,demografi_och_aktuell_utveckling,8,8,187,data/corpus_2026/texts/sections/2025/R2025_S002_samhallets-utmaningar-och-mojligheter.txt
R2025_S003,R2025,2025,3,"Lika många nöjda som förut, men förändrade behov","50 0-19 år 20-66 år 67-79 år 80 år och äldre Totalt -8,3 % +2,7 % +3,7 % +38 % +2,3 % 6-19 år | Lika många nöjda som förut, men förändrade behov | Minskad tillgång till korttidsboende och dagverksamhet",toc,brukarperspektiv_och_kvalitet,9,9,331,data/corpus_2026/texts/sections/2025/R2025_S003_lika-manga-nojda-som-forut-men-forandrade-behov.txt
R2025_S004,R2025,2025,4,Hemtjänstens roll efter en partners bortgång,"79 % är nöjda med sitt äldreboende 85 % är nöjda med hemtjänsten | ensamhet, och 8 procent att de har allvarliga besvär. Ensamhet är vanligare bland äldre i säbo, där 16 procent upplever ensamhet ofta, jämfört med | Fast omsorgskontakt – en viktig faktor för kontinuitet | Hemtjänstens roll efter en partners bortgång",toc,omsorgsinsatser_och_boende,10,10,357,data/corpus_2026/texts/sections/2025/R2025_S004_hemtjanstens-roll-efter-en-partners-bortgang.txt
R2025_S005,R2025,2025,5,Olika avgifter inom äldreomsorgen,högre kvalitet på hemtjänsten i allmänhet. Dock varierar tillgången till en | Olika avgifter inom äldreomsorgen | Stora regionala skillnader i äldres tillgång till tandvård,toc,personal_kompetens_och_resurser,11,11,275,data/corpus_2026/texts/sections/2025/R2025_S005_olika-avgifter-inom-aldreomsorgen.txt
R2025_S006,R2025,2025,6,Tryggare vårdövergångar och minskade akutvårdsbehov,"Andelen äldre som får nödvändig tandvård och munhälsobedömning 26 % av kommunerna tar extra avgift för installation av trygghetslarm. | Tillgång till kommunal hälso- och sjukvård är stabil, men ojämnt fördelad | Tryggare vårdövergångar och minskade akutvårdsbehov",toc,sammanhallen_vard_och_samverkan,12,12,319,data/corpus_2026/texts/sections/2025/R2025_S006_tryggare-vardovergangar-och-minskade-akutvardsbeho.txt
R2025_S007,R2025,2025,7,Antibiotikabehandling i säbo och tandvård – en växande utmaning,"Antibiotikabehandling i säbo och tandvård – en växande utmaning | på att samverkan mellan sjukhus och äldreomsorg har förbättrats, men det finns fortfarande utmaningar i att säkerställa en smidig vårdövergång.",toc,omsorgsinsatser_och_boende,13,13,339,data/corpus_2026/texts/sections/2025/R2025_S007_antibiotikabehandling-i-sabo-och-tandvard-en-vaxan.txt
R2025_S008,R2025,2025,8,Färre undersköterskor och stora skillnader i landet,Färre undersköterskor och stora skillnader i landet | Större risk för ensamhet och psykisk ohälsa bland äldre,toc,personal_kompetens_och_resurser,14,14,349,data/corpus_2026/texts/sections/2025/R2025_S008_farre-underskoterskor-och-stora-skillnader-i-lande.txt
R2025_S009,R2025,2025,9,Digital delaktighet ökar – men klyftorna består,"Digital delaktighet ökar – men klyftorna består | Färre sjuksköterskor men stabilt antal geriatriker | har den lägsta tätheten, med 4 439 undersköterskor per 100 000 invånare.",toc,brukarperspektiv_och_kvalitet,15,15,334,data/corpus_2026/texts/sections/2025/R2025_S009_digital-delaktighet-okar-men-klyftorna-bestar.txt
R2025_S010,R2025,2025,10,sällan än män.,sällan än män.,toc,jamlikhet_och_minoritetsperspektiv,16,16,142,data/corpus_2026/texts/sections/2025/R2025_S010_sallan-an-man.txt
R2025_S011,R2025,2025,11,Inledning,"Inledning | läkemedelsautomater med 49 procent. Samtidigt saknar en fjärdedel av kommunerna helt användare av GPS-larm, trots att tekniken är tillgänglig. | Läsanvisning | Rapportens upplägg",toc,ovrigt,17,19,771,data/corpus_2026/texts/sections/2025/R2025_S011_inledning.txt
R2025_S012,R2025,2025,12,Hälften av de äldre i säbo har möjlighet att träffa läkare vid behov,Hälften av de äldre i säbo har möjlighet att träffa läkare vid behov | Hur bra är vården och omsorgen för äldre – fokus på kärnindikatorer,toc,omsorgsinsatser_och_boende,20,21,445,data/corpus_2026/texts/sections/2025/R2025_S012_halften-av-de-aldre-i-sabo-har-mojlighet-att-traff.txt
R2025_S013,R2025,2025,13,Två tredjedelar av de äldre har en fast läkarkontakt,Två tredjedelar av de äldre har en fast läkarkontakt,toc,ovrigt,22,22,187,data/corpus_2026/texts/sections/2025/R2025_S013_tva-tredjedelar-av-de-aldre-har-en-fast-lakarkonta.txt
R2025_S014,R2025,2025,14,Antalet oplanerade återinskrivningar bland äldre har minskat något,Antalet oplanerade återinskrivningar bland äldre har minskat något,toc,ovrigt,23,25,596,data/corpus_2026/texts/sections/2025/R2025_S014_antalet-oplanerade-aterinskrivningar-bland-aldre-h.txt
R2025_S015,R2025,2025,15,Färre äldre med hemsjukvård i ordinärt boende har läkemedel som bör undvikas,Färre äldre med hemsjukvård i ordinärt boende har läkemedel som bör undvikas,toc,omsorgsinsatser_och_boende,26,28,646,data/corpus_2026/texts/sections/2025/R2025_S015_farre-aldre-med-hemsjukvard-i-ordinart-boende-har.txt
R2025_S016,R2025,2025,16,Hur är äldreomsorgens krisberedskap och civilt försvar i Sverige?,Hur är äldreomsorgens krisberedskap och civilt försvar i Sverige?,toc,ovrigt,29,30,486,data/corpus_2026/texts/sections/2025/R2025_S016_hur-ar-aldreomsorgens-krisberedskap-och-civilt-for.txt
R2025_S017,R2025,2025,17,Hur möter omsorgen de äldres behov?,Hur möter omsorgen de äldres behov?,toc,ovrigt,31,31,325,data/corpus_2026/texts/sections/2025/R2025_S017_hur-moter-omsorgen-de-aldres-behov.txt
R2025_S018,R2025,2025,18,"Många är nöjda med hemtjänst och säbo, men det finns utmaningar","Många är nöjda med hemtjänst och säbo, men det finns utmaningar",toc,omsorgsinsatser_och_boende,32,32,294,data/corpus_2026/texts/sections/2025/R2025_S018_manga-ar-nojda-med-hemtjanst-och-sabo-men-det-finn.txt
R2025_S019,R2025,2025,19,Andelen personer 80 år och äldre med hemtjänst eller säbo minskar,Andelen personer 80 år och äldre med hemtjänst eller säbo minskar,toc,omsorgsinsatser_och_boende,33,33,315,data/corpus_2026/texts/sections/2025/R2025_S019_andelen-personer-80-ar-och-aldre-med-hemtjanst-ell.txt
R2025_S020,R2025,2025,20,Färre äldre tar del av dagverksamhet och korttidsboende,Färre äldre tar del av dagverksamhet och korttidsboende,toc,omsorgsinsatser_och_boende,34,34,439,data/corpus_2026/texts/sections/2025/R2025_S020_farre-aldre-tar-del-av-dagverksamhet-och-korttidsb.txt
R2025_S021,R2025,2025,21,"Kortare väntetid till säbo, men många väntar fortfarande länge","Kortare väntetid till säbo, men många väntar fortfarande länge",toc,omsorgsinsatser_och_boende,35,35,343,data/corpus_2026/texts/sections/2025/R2025_S021_kortare-vantetid-till-sabo-men-manga-vantar-fortfa.txt
R2025_S022,R2025,2025,22,Bristen på särskilda boenden för äldre är fortsatt stor,Bristen på särskilda boenden för äldre är fortsatt stor,toc,ovrigt,36,36,325,data/corpus_2026/texts/sections/2025/R2025_S022_bristen-pa-sarskilda-boenden-for-aldre-ar-fortsatt.txt
R2025_S023,R2025,2025,23,Äldre möter 16 olika personer i hemtjänsten på två veckor,Äldre möter 16 olika personer i hemtjänsten på två veckor,toc,omsorgsinsatser_och_boende,37,37,369,data/corpus_2026/texts/sections/2025/R2025_S023_aldre-moter-16-olika-personer-i-hemtjansten-pa-tva.txt
R2025_S024,R2025,2025,24,Fler hemtjänsttagare behöver erbjudas en fast omsorgskontakt,Även vilka tjänster som ingår i maxtaxan varierar. Till exempel tar | Fler hemtjänsttagare behöver erbjudas en fast omsorgskontakt,toc,omsorgsinsatser_och_boende,38,38,307,data/corpus_2026/texts/sections/2025/R2025_S024_fler-hemtjansttagare-behover-erbjudas-en-fast-omso.txt
R2025_S025,R2025,2025,25,Färre äldre per omsorgskontakt kan stärka känslan av kontinuitet i hemtjänsten,Färre äldre per omsorgskontakt kan stärka känslan av kontinuitet i hemtjänsten,toc,omsorgsinsatser_och_boende,39,39,282,data/corpus_2026/texts/sections/2025/R2025_S025_farre-aldre-per-omsorgskontakt-kan-starka-kanslan.txt
R2025_S026,R2025,2025,26,Hemtjänstens roll efter en partners bortgång,Hemtjänstens roll efter en partners bortgång,toc,omsorgsinsatser_och_boende,40,47,1658,data/corpus_2026/texts/sections/2025/R2025_S026_hemtjanstens-roll-efter-en-partners-bortgang.txt
R2025_S027,R2025,2025,27,"procent av kommunerna stöd för att främja äldres digitala delaktighet, en ökning med 11 procentenheter från 2023. Av dessa kommuner erbjuder","procent av kommunerna stöd för att främja äldres digitala delaktighet, en ökning med 11 procentenheter från 2023. Av dessa kommuner erbjuder",toc,brukarperspektiv_och_kvalitet,48,48,154,data/corpus_2026/texts/sections/2025/R2025_S027_procent-av-kommunerna-stod-for-att-framja-aldres-d.txt
R2025_S028,R2025,2025,28,Hur möter vården de äldres behov?,Hur möter vården de äldres behov?,toc,ovrigt,49,49,311,data/corpus_2026/texts/sections/2025/R2025_S028_hur-moter-varden-de-aldres-behov.txt
R2025_S029,R2025,2025,29,Kommunernas roll i vård och omsorg,Kommunal hälso- och sjukvård kräver samverkan | Kommunernas roll i vård och omsorg,toc,sammanhallen_vard_och_samverkan,50,50,305,data/corpus_2026/texts/sections/2025/R2025_S029_kommunernas-roll-i-vard-och-omsorg.txt
R2025_S030,R2025,2025,30,Kommunal hälso- och sjukvård i olika verksamheter och boendeformer,Kommunal hälso- och sjukvård i olika verksamheter och boendeformer,toc,kommunal_halso_och_sjukvard,51,55,1558,data/corpus_2026/texts/sections/2025/R2025_S030_kommunal-halso-och-sjukvard-i-olika-verksamheter-o.txt
R2025_S031,R2025,2025,31,"Förebyggande, rehabiliterande och hälsofrämjande insatser","Förebyggande, rehabiliterande och hälsofrämjande insatser",toc,kommunal_halso_och_sjukvard,56,56,326,data/corpus_2026/texts/sections/2025/R2025_S031_forebyggande-rehabiliterande-och-halsoframjande-in.txt
R2025_S032,R2025,2025,32,Trycksårsförekomst hos äldre i kommunala verksamheter,Trycksårsförekomst hos äldre i kommunala verksamheter,toc,lakemedel_och_patientsakerhet,57,57,308,data/corpus_2026/texts/sections/2025/R2025_S032_trycksarsforekomst-hos-aldre-i-kommunala-verksamhe.txt
R2025_S033,R2025,2025,33,Vanliga åtgärder inom kommunal hälso- och sjukvård,Vanliga åtgärder inom kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,58,59,590,data/corpus_2026/texts/sections/2025/R2025_S033_vanliga-atgarder-inom-kommunal-halso-och-sjukvard.txt
R2025_S034,R2025,2025,34,Palliativ vård inom kommunal hälso- och sjukvård,Palliativ vård inom kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,60,60,409,data/corpus_2026/texts/sections/2025/R2025_S034_palliativ-vard-inom-kommunal-halso-och-sjukvard.txt
R2025_S035,R2025,2025,35,Färre besök på akuten bland äldre,Färre besök på akuten bland äldre,toc,ovrigt,61,61,260,data/corpus_2026/texts/sections/2025/R2025_S035_farre-besok-pa-akuten-bland-aldre.txt
R2025_S036,R2025,2025,36,Äldre får vänta längre tid på landets akutmottagningar,"Äldre får vänta längre tid på landets akutmottagningar | geriatriker. Region Stockholm har flest geriatriker, med 249 läkare, vilket motsvarar",toc,kommunal_halso_och_sjukvard,62,63,440,data/corpus_2026/texts/sections/2025/R2025_S036_aldre-far-vanta-langre-tid-pa-landets-akutmottagni.txt
R2025_S037,R2025,2025,37,Hur möter tandvården de äldres behov?,Hur möter tandvården de äldres behov?,toc,munhalsa_och_tandvard,64,64,273,data/corpus_2026/texts/sections/2025/R2025_S037_hur-moter-tandvarden-de-aldres-behov.txt
R2025_S038,R2025,2025,38,Tandvård för äldre – tillgång och framtida vårdbehov,"Tandvård för äldre – tillgång och framtida vårdbehov | Tillgång till kommunal hälso- och sjukvård är stabil, men ojämnt fördelad Andelen äldre som får kommunal hälso- och sjukvård har varit i stort sett oförändrad mellan 2019 och 2023. År 2023 hade totalt 341 700 personer",toc,munhalsa_och_tandvard,65,67,940,data/corpus_2026/texts/sections/2025/R2025_S038_tandvard-for-aldre-tillgang-och-framtida-vardbehov.txt
R2025_S039,R2025,2025,39,Risker och utmaningar i tandvården för äldre,Hälsofrämjande och förebyggande insatser behöver prioriteras | Risker och utmaningar i tandvården för äldre,toc,munhalsa_och_tandvard,68,71,989,data/corpus_2026/texts/sections/2025/R2025_S039_risker-och-utmaningar-i-tandvarden-for-aldre.txt
R2025_S040,R2025,2025,40,Från egenvård till omsorg– tandvårdens roll i äldreomsorgen,Från egenvård till omsorg– tandvårdens roll i äldreomsorgen,toc,munhalsa_och_tandvard,72,73,427,data/corpus_2026/texts/sections/2025/R2025_S040_fran-egenvard-till-omsorg-tandvardens-roll-i-aldre.txt
R2025_S041,R2025,2025,41,Utmaningar i uppföljning av vårdkvalitet,Hur säkerställs en trygg och säker vård och omsorg? | Utmaningar i uppföljning av vårdkvalitet,toc,brukarperspektiv_och_kvalitet,74,74,290,data/corpus_2026/texts/sections/2025/R2025_S041_utmaningar-i-uppfoljning-av-vardkvalitet.txt
R2025_S042,R2025,2025,42,Systematiskt arbete för att identifiera vårdskador,Systematiskt arbete för att identifiera vårdskador,toc,brukarperspektiv_och_kvalitet,75,75,396,data/corpus_2026/texts/sections/2025/R2025_S042_systematiskt-arbete-for-att-identifiera-vardskador.txt
R2025_S043,R2025,2025,43,Andelen vårdtagare i säbo med antibiotikabehandling ökar,Andelen vårdtagare i säbo med antibiotikabehandling ökar,toc,omsorgsinsatser_och_boende,76,76,310,data/corpus_2026/texts/sections/2025/R2025_S043_andelen-vardtagare-i-sabo-med-antibiotikabehandlin.txt
R2025_S044,R2025,2025,44,Städning och vårdhygien behöver ses som en patientsäkerhetsfråga,Städning och vårdhygien behöver ses som en patientsäkerhetsfråga,toc,lakemedel_och_patientsakerhet,77,78,559,data/corpus_2026/texts/sections/2025/R2025_S044_stadning-och-vardhygien-behover-ses-som-en-patient.txt
R2025_S045,R2025,2025,45,Klagomål och anmälningar ökar,Klagomål och anmälningar ökar,toc,ovrigt,79,80,558,data/corpus_2026/texts/sections/2025/R2025_S045_klagomal-och-anmalningar-okar.txt
R2025_S046,R2025,2025,46,Fallolyckor bland äldre måste fortsätta förebyggas,Fallolyckor bland äldre måste fortsätta förebyggas,toc,lakemedel_och_patientsakerhet,81,81,445,data/corpus_2026/texts/sections/2025/R2025_S046_fallolyckor-bland-aldre-maste-fortsatta-forebyggas.txt
R2025_S047,R2025,2025,47,"Var femte pensionär använder inte internet Källa: Internetstiftelsen, Svenskar och internet 2024. Kommunernas insatser för digital delaktighet har ökat. År 2024 erbjöd","Var femte pensionär använder inte internet Källa: Internetstiftelsen, Svenskar och internet 2024. Kommunernas insatser för digital delaktighet har ökat. År 2024 erbjöd",toc,brukarperspektiv_och_kvalitet,82,87,1231,data/corpus_2026/texts/sections/2025/R2025_S047_var-femte-pensionar-anvander-inte-internet-kalla-i.txt
R2025_S048,R2025,2025,48,Hur är den psykiska hälsan hos äldre?,Ensamhet bland äldre: en utmaning för individen och samhället | Hur är den psykiska hälsan hos äldre?,toc,psykisk_halsa_ensamhet_alkohol,88,90,1036,data/corpus_2026/texts/sections/2025/R2025_S048_hur-ar-den-psykiska-halsan-hos-aldre.txt
R2025_S049,R2025,2025,49,Statsbidrag för insatser som bidrar till att motverka ofrivillig ensamhet,"år och äldre insatser inom den kommunala hälso- och sjukvården. De flesta får vård i det egna hemmet – 237 285 personer fick vård i ordinärt boende, varav 53 procent också hade hemtjänst. Bland personer i säbo fick | Statsbidrag för insatser som bidrar till att motverka ofrivillig ensamhet",toc,psykisk_halsa_ensamhet_alkohol,91,91,391,data/corpus_2026/texts/sections/2025/R2025_S049_statsbidrag-for-insatser-som-bidrar-till-att-motve.txt
